URL's successfully downloaded,Size of the downloaded file,Number of Outlinks,Content-Type,,,
https://cinema.usc.edu/development_new/scanetwork.cfm,31471,83,text/html,,,
https://cinema.usc.edu/facilities/production.cfm,24998,67,text/html,,,
https://cinema.usc.edu/research/labs.cfm,40444,75,text/html,,,
https://cinema.usc.edu/admissions/visitattend.cfm,37317,78,text/html,,,
https://cinema.usc.edu/admissions/applicationdeadlines.cfm,29358,72,text/html,,,
https://cinema.usc.edu/alumni/index.cfm,55684,163,text/html,,,
https://cinema.usc.edu/alumni/contact.cfm,43706,160,text/html,,,
https://cinema.usc.edu/news/index.cfm,552600,846,text/html,,,
https://cinema.usc.edu/events/index.cfm,71230,135,text/html,,,
https://cinema.usc.edu/faculty/endowedchairs.cfm,26403,66,text/html,,,
https://cinema.usc.edu/Commencement/,25397,71,text/html,,,
https://cinema.usc.edu/studentaffairs/copyright.cfm,25014,86,text/html,,,
https://cinema.usc.edu/events/event.cfm?id=15403,25579,105,text/html,,,
https://cinema.usc.edu/admissions/videos.cfm,28606,72,text/html,,,
https://cinema.usc.edu/events/event.cfm?id=15488,22800,86,text/html,,,
https://cinema.usc.edu/events/event.cfm?id=15440,28783,84,text/html,,,
https://cinema.usc.edu/about/index.cfm,25134,87,text/html,,,
https://cinema.usc.edu/degrees/minor/index.cfm,28810,93,text/html,,,
https://cinema.usc.edu/parents/index.cfm,23577,73,text/html,,,
https://cinema.usc.edu/admissions/index.cfm,30009,78,text/html,,,
https://cinema.usc.edu/faculty/facultydirectory.cfm,54239,135,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=11884,27673,80,text/html,,,
https://cinema.usc.edu/admissions/studentstories/view.cfm?id=14190,24239,78,text/html,,,
https://cinema.usc.edu/admissions/studentstories/view.cfm?id=14494,29320,77,text/html,,,
https://cinema.usc.edu/admissions/studentstories/view.cfm?id=14495,27782,79,text/html,,,
https://cinema.usc.edu/admissions/studentstories/view.cfm?id=14496,28605,77,text/html,,,
https://cinema.usc.edu/admissions/studentstories/view.cfm?id=12990,28388,79,text/html,,,
https://cinema.usc.edu/admissions/studentstories/view.cfm?id=15986,28279,77,text/html,,,
https://cinema.usc.edu/admissions/studentstories/view.cfm?id=15985,30998,77,text/html,,,
https://cinema.usc.edu/admissions/studentstories/view.cfm?id=13795,30041,78,text/html,,,
https://cinema.usc.edu/admissions/studentstories/view.cfm?id=13554,29128,77,text/html,,,
https://cinema.usc.edu/admissions/studentstories/view.cfm?id=12983,27935,83,text/html,,,
https://cinema.usc.edu/admissions/studentstories/view.cfm?id=12632,29027,79,text/html,,,
https://cinema.usc.edu/admissions/studentstories/view.cfm?id=14318,24321,78,text/html,,,
https://cinema.usc.edu/admissions/studentstories/view.cfm?id=14319,24388,78,text/html,,,
https://cinema.usc.edu/admissions/studentstories/view.cfm?id=14701,28636,78,text/html,,,
https://cinema.usc.edu/admissions/studentstories/view.cfm?id=15998,30251,78,text/html,,,
https://cinema.usc.edu/admissions/studentstories/view.cfm?id=15026,32196,77,text/html,,,
https://cinema.usc.edu/admissions/studentstories/view.cfm?id=12421,26861,77,text/html,,,
https://cinema.usc.edu/admissions/studentstories/view.cfm?id=14320,24343,78,text/html,,,
https://cinema.usc.edu/admissions/studentstories/view.cfm?id=14321,24392,78,text/html,,,
https://cinema.usc.edu/admissions/studentstories/view.cfm?id=14322,24372,78,text/html,,,
https://cinema.usc.edu/admissions/studentstories/view.cfm?id=14324,24363,78,text/html,,,
https://cinema.usc.edu/admissions/studentstories/view.cfm?id=14325,24337,78,text/html,,,
https://cinema.usc.edu/admissions/studentstories/view.cfm?id=14326,24455,78,text/html,,,
https://cinema.usc.edu/admissions/studentstories/view.cfm?id=13633,26010,77,text/html,,,
https://cinema.usc.edu/admissions/studentstories/view.cfm?id=14327,24850,78,text/html,,,
https://cinema.usc.edu/admissions/studentstories/view.cfm?id=13637,29047,83,text/html,,,
https://cinema.usc.edu/admissions/studentstories/view.cfm?id=12947,29254,78,text/html,,,
https://cinema.usc.edu/about/access.cfm,22953,84,text/html,,,
https://cinema.usc.edu/about/wbarchives/index.cfm,27604,85,text/html,,,
https://cinema.usc.edu/about/holdings.cfm,23196,84,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=12842,23587,79,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=12844,23474,79,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=15063,31824,79,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=15064,22211,80,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=15062,28346,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=15056,25727,79,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=15297,26860,79,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=15294,25383,81,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=13902,21189,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=12810,23013,79,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=15088,20972,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=15081,29798,77,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=12808,32240,82,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14619,25338,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14617,29696,79,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14855,21881,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14608,24204,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=15338,27544,85,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14249,26056,80,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14244,24980,79,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14002,25789,79,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=15334,26035,79,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=13153,25187,79,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=13156,26762,84,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14281,25157,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=15369,25010,77,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14036,22254,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=15365,22657,79,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=15362,24567,77,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14031,24143,77,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14271,24772,79,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=13185,24697,79,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14030,26209,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=13184,28739,98,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14029,32310,80,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14026,21692,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=15116,26290,85,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14264,21334,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14260,25192,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=12950,31081,80,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=13466,29263,79,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14796,22844,80,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14554,21769,78,text/html,,,
https://https://cinema.usc.edu/alumni/hotsheet/2011may.cfm,48514,157,text/html,,,
https://cinema.usc.edu/alumni/hotsheet/2008february.cfm,45842,157,text/html,,,
https://cinema.usc.edu/alumni/hotsheet/2008july.cfm,49662,157,text/html,,,
https://cinema.usc.edu/scanetwork/100up.cfm,49196,157,text/html,,,
https://cinema.usc.edu/alumni/hotsheet/hotsheet2008.cfm,45090,158,text/html,,,
https://cinema.usc.edu/alumni/hotsheet/2015may.cfm,50199,157,text/html,,,
https://cinema.usc.edu/alumni/hotsheet/2006august.cfm,52684,157,text/html,,,
https://cinema.usc.edu/alumni/hotsheet/2006september.cfm,61542,157,text/html,,,
https://cinema.usc.edu/alumni/hotsheet/hotsheet2014.cfm,44663,158,text/html,,,
https://cinema.usc.edu/alumni/hotsheet/2013_09-11.cfm,54995,157,text/html,,,
https://cinema.usc.edu/alumni/hotsheet/2015july.cfm,52518,157,text/html,,,
https://cinema.usc.edu/alumni/hotsheet/2013_06-07.cfm,54703,158,text/html,,,
https://cinema.usc.edu/alumni/hotsheet/2012_01-02.cfm,48816,157,text/html,,,
https://cinema.usc.edu/alumni/hotsheet/2008january.cfm,46090,157,text/html,,,
https://cinema.usc.edu/alumni/hotsheet/2011july.cfm,48694,157,text/html,,,
https://cinema.usc.edu/alumni/hotsheet/index.cfm,48865,172,text/html,,,
https://cinema.usc.edu/alumni/hotsheet/2007october.cfm,56449,157,text/html,,,
https://cinema.usc.edu/scanetwork/50up.cfm,48060,157,text/html,,,
https://cinema.usc.edu/alumni/hotsheet/2014march.cfm,57387,158,text/html,,,
https://cinema.usc.edu/alumni/hotsheet/2014june.cfm,54530,157,text/html,,,
https://cinema.usc.edu/alumni/hotsheet/hotsheet2011.cfm,44417,158,text/html,,,
https://cinema.usc.edu/alumni/hotsheet/2011march.cfm,58224,157,text/html,,,
https://cinema.usc.edu/inmotion/2013fall.cfm,45267,160,text/html,,,
https://cinema.usc.edu/alumni/hotsheet/2011august.cfm,50353,157,text/html,,,
https://cinema.usc.edu/alumni/hotsheet/2007april.cfm,53995,157,text/html,,,
https://cinema.usc.edu/index.cfm,40203,83,text/html,,,
https://cinema.usc.edu/alumni/hotsheet/2007july.cfm,49576,157,text/html,,,
https://cinema.usc.edu/alumni/hotsheet/2010may.cfm,46549,157,text/html,,,
https://cinema.usc.edu/alumni/hotsheet/2010february.cfm,44803,157,text/html,,,
https://cinema.usc.edu/alumni/hotsheet/awardnomination2015.cfm,49806,157,text/html,,,
https://cinema.usc.edu/alumni/hotsheet/2014august.cfm,53401,157,text/html,,,
https://cinema.usc.edu/alumni/hotsheet/2008march.cfm,46280,157,text/html,,,
https://cinema.usc.edu/alumni/hotsheet/2012_08.cfm,46503,157,text/html,,,
https://cinema.usc.edu/alumni/hotsheet/2011OctDec.cfm,52668,157,text/html,,,
https://cinema.usc.edu/alumni/hotsheet/2007may.cfm,49293,157,text/html,,,
https://cinema.usc.edu/alumni/hotsheet/2007august.cfm,53175,157,text/html,,,
https://cinema.usc.edu/alumni/hotsheet/2011september.cfm,48566,157,text/html,,,
https://cinema.usc.edu/alumni/hotsheet/summermovies2015.cfm,54401,170,text/html,,,
https://cinema.usc.edu/alumni/hotsheet/2010june.cfm,45927,157,text/html,,,
https://cinema.usc.edu/alumni/hotsheet/2008october.cfm,55117,157,text/html,,,
https://cinema.usc.edu/events/,71230,136,text/html,,,
https://cinema.usc.edu/admissions/procedures/animation/usctransferprocedures.cfm,30612,77,text/html,,,
https://cinema.usc.edu/admissions/procedures/writing/usctransferprocedures.cfm,33443,77,text/html,,,
https://cinema.usc.edu/admissions/procedures/production/firstyearprocedures.cfm,43765,80,text/html,,,
https://cinema.usc.edu/admissions/procedures/production/graduateprocedures.cfm,47091,81,text/html,,,
https://cinema.usc.edu/admissions/procedures/imap/phdprocedures.cfm,46217,78,text/html,,,
https://cinema.usc.edu/admissions/procedures/animation/graduateprocedures.cfm,45038,82,text/html,,,
https://cinema.usc.edu/admissions/procedures/writing/graduateprocedures.cfm,48460,81,text/html,,,
https://cinema.usc.edu/admissions/procedures/interactive/usctransferprocedures.cfm,38594,78,text/html,,,
https://cinema.usc.edu/admissions/procedures/producing/procedures.cfm,57625,79,text/html,,,
https://cinema.usc.edu/admissions/procedures/production/usctransferprocedures.cfm,36312,77,text/html,,,
https://cinema.usc.edu/admissions/procedures/imap/usctransferprocedures.cfm,36383,85,text/html,,,
https://cinema.usc.edu/admissions/procedures/writing/firstyearprocedures.cfm,41502,80,text/html,,,
https://cinema.usc.edu/admissions/procedures/interactive/transferprocedures.cfm,45747,83,text/html,,,
https://cinema.usc.edu/admissions/procedures/mediastudies/firstyearprocedures.cfm,40827,80,text/html,,,
https://cinema.usc.edu/admissions/procedures/mediastudies/phdprocedures.cfm,46575,79,text/html,,,
https://cinema.usc.edu/admissions/procedures/interactive/graduateprocedures.cfm,52222,84,text/html,,,
https://cinema.usc.edu/admissions/procedures/imap/transferprocedures.cfm,43636,87,text/html,,,
https://cinema.usc.edu/admissions/procedures/writing/transferprocedures.cfm,40899,80,text/html,,,
https://cinema.usc.edu/imap/learningobj.cfm,21019,70,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14492,21437,78,text/html,,,
https://cinema.usc.edu/imap/graduateCertificateRequirements.cfm,22663,70,text/html,,,
https://cinema.usc.edu/events/event.cfm?id=14634,23608,78,text/html,,,
https://cinema.usc.edu/imap/,31689,85,text/html,,,
https://cinema.usc.edu/imap/faculty.cfm,49761,117,text/html,,,
https://cinema.usc.edu/admissions/studentstories/view.cfm?id=14498,26976,78,text/html,,,
https://cinema.usc.edu/admissions/studentstories/view.cfm?id=15983,32420,77,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14917,22556,79,text/html,,,
https://cinema.usc.edu/admissions/studentstories/view.cfm?id=13449,28687,79,text/html,,,
https://cinema.usc.edu/imap/honorsInMultimediaScholarship.cfm,23172,70,text/html,,,
https://cinema.usc.edu/admissions/studentstories/view.cfm?id=14515,27381,79,text/html,,,
https://cinema.usc.edu/admissions/studentstories/view.cfm?id=13659,27070,77,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14148,26353,80,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=13297,24845,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14146,27053,79,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=15474,29831,80,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14385,21367,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14143,25119,79,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14383,21323,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14141,24909,77,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=15473,31798,83,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14384,21327,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=13050,23652,79,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14381,21683,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14382,21470,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=12836,22838,79,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=13924,24359,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=13920,26426,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=12833,27332,80,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=12830,24205,83,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=13947,24891,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=15138,23850,79,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=15377,25169,79,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14286,28686,81,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=15376,28755,79,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14045,23728,79,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=15371,25067,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=13195,23799,80,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14078,26009,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14075,24487,79,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=15160,26805,79,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=15161,24887,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=15159,30095,79,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14069,25086,79,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14062,25203,80,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=13170,25966,79,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=15108,29113,81,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=15348,23704,79,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=15104,25131,79,text/html,,,
https://cinehttps://cinema.usc.edu/alumni/hotsheet/hotsheet2015.cfm,45209,158,text/html,,,
https://cinema.usc.edu/alumni/hotsheet/2012_03-06.cfm,55789,157,text/html,,,
https://cinema.usc.edu/alumni/hotsheet/2014april.cfm,53625,157,text/html,,,
https://cinema.usc.edu/inmotion/2014fall.cfm,45115,160,text/html,,,
https://cinema.usc.edu/alumni/hotsheet/hotsheet2007.cfm,44679,158,text/html,,,
https://cinema.usc.edu/scanetwork/25up.cfm,61199,157,text/html,,,
https://cinema.usc.edu/alumni/hotsheet/2006october.cfm,51825,157,text/html,,,
https://cinema.usc.edu/alumni/hotsheet/fallmovies2015.cfm,63585,180,text/html,,,
https://cinema.usc.edu/alumni/hotsheet/hotsheet2013.cfm,44231,158,text/html,,,
https://cinema.usc.edu/inmotion/2011fall.cfm,44962,160,text/html,,,
https://cinema.usc.edu/alumni/hotsheet/2008november.cfm,47373,157,text/html,,,
https://cinema.usc.edu/scanetwork/1000up.cfm,46007,157,text/html,,,
https://cinema.usc.edu/alumni/hotsheet/2015sept.cfm,62928,157,text/html,,,
https://cinema.usc.edu/alumni/hotsheet/2007january.cfm,49702,157,text/html,,,
https://cinema.usc.edu/alumni/hotsheet/hotsheet2009.cfm,44147,158,text/html,,,
https://cinema.usc.edu/alumni/hotsheet/2008september.cfm,53328,157,text/html,,,
https://cinema.usc.edu/alumni/hotsheet/2006november.cfm,55541,157,text/html,,,
https://cinema.usc.edu/alumni/hotsheet/2014october.cfm,63561,157,text/html,,,
https://cinema.usc.edu/alumni/hotsheet/hotsheet2010.cfm,44325,158,text/html,,,
https://cinema.usc.edu/scanetwork/250up.cfm,44681,157,text/html,,,
https://cinema.usc.edu/alumni/hotsheet/2010january.cfm,47106,157,text/html,,,
https://cinema.usc.edu/alumni/hotsheet/2008may.cfm,48369,157,text/html,,,
https://cinema.usc.edu/alumni/hotsheet/2012_07.cfm,49071,157,text/html,,,
https://cinema.usc.edu/alumni/hotsheet/2007march.cfm,52989,157,text/html,,,
https://cinema.usc.edu/inmotion/2015fall.cfm,45493,160,text/html,,,
https://cinema.usc.edu/alumni/hotsheet/2015january.cfm,50031,157,text/html,,,
https://cinema.usc.edu/alumni/hotsheet/2015dec.cfm,55338,157,text/html,,,
https://cinema.usc.edu/alumni/hotsheet/2009december.cfm,46109,157,text/html,,,
https://cinema.usc.edu/alumni/hotsheet/2007december.cfm,48288,157,text/html,,,
https://cinema.usc.edu/alumni/hotsheet/2008december.cfm,46131,157,text/html,,,
https://cinema.usc.edu/alumni/hotsheet/2010march.cfm,47459,157,text/html,,,
https://cinema.usc.edu/alumni/hotsheet/2012_11-12.cfm,51042,157,text/html,,,
https://cinema.usc.edu/alumni/hotsheet/2013_01-02.cfm,49902,157,text/html,,,
